[[张涵予, 周迅]], 2
[[高全胜, 张琳]], 2
[[高全胜, 祖晴]], 2
[[佟大为, 赵薇]], 3
[[佟大为, 赵薇, 黄晓明]], 2
[[佟大为, 黄晓明]], 3
[[李茏怡, 许绍雄]], 2
[[石维坚, 宋春丽]], 3
[[张甲田, 杜振清]], 6
[[张甲田, 杜振清, 姬晨牧]], 6
[[张甲田, 姬晨牧]], 7
[[关宝慧, 周文健]], 2
[[关宝慧, 黎耀祥]], 3
[[刘陆, 杜海涛]], 2
[[赵奕欢, 王一]], 2
[[江若琳, 余文乐]], 2
[[江若琳, 杜汶泽]], 2
[[阮经天, 彭于晏]], 2
[[黄子华, 张达明]], 2
[[邱淑贞, 李连杰]], 2
[[邱淑贞, 郑伊健]], 3
[[关之琳, 刘德华]], 4
[[钟镇涛, 郑伊健]], 2
[[钟镇涛, 蔡卓妍]], 2
[[钟镇涛, 蔡卓妍, 郑伊健]], 2
[[杨采妮, 吴奇隆]], 2
[[杨采妮, 郭富城]], 2
[[来喜, 罗家英]], 2
[[林峰, 黄宗泽]], 2
[[吕良伟, 黄秋生]], 2
[[谢天华, 吴镇宇]], 2
[[谢天华, 张耀扬]], 2
[[郭涛, 刘桦]], 3
[[刘小锋, 孙茜]], 2
[[谭小环, 海俊杰]], 2
[[万绮雯, 樊少皇]], 2
[[彭丹, 关宝慧]], 2
[[彭丹, 罗家英]], 3
[[彭丹, 王敏德]], 2
[[彭丹, 雷宇扬]], 2
[[彭丹, 徐锦江]], 2
[[刘雅丽, 刘青云]], 2
[[白百何, 黄晓明]], 2
[[翁家明, 王姬]], 2
[[张崇德, 胡美仪]], 2
[[洪天祥, 吴建豪]], 2
[[李嘉欣, 吴镇宇]], 2
[[李嘉欣, 黎明]], 2
[[李嘉欣, 刘德华]], 3
[[李嘉欣, 吴彦祖]], 2
[[李维嘉, 谢娜]], 2
[[李维嘉, 谢娜, 何炅]], 2
[[李维嘉, 何炅]], 2
[[毛舜筠, 曾志伟]], 2
[[薛凯琪, 曾志伟]], 2
[[薛凯琪, 杜汶泽]], 3
[[吴秀波, 汤唯]], 2
[[张孝全, 任达华]], 2
[[陈慧琳, 梁朝伟]], 2
[[陈慧琳, 金城武]], 3
[[陈慧琳, 梁家辉]], 2
[[陈慧琳, 郑伊健]], 3
[[陈慧琳, 郭富城]], 2
[[张慧仪, 王合喜]], 2
[[李修贤, 张家辉]], 4
[[李修贤, 周文健]], 2
[[李修贤, 罗兰]], 2
[[周比利, 罗家英]], 2
[[周比利, 张耀扬]], 2
[[倪景阳, 包小柏]], 2
[[莫文蔚, 吴彦祖]], 2
[[莫文蔚, 舒淇]], 2
[[谭耀文, 陈小春]], 2
[[谭耀文, 古天乐]], 3
[[张馨予, 方力申]], 2
[[李彩桦, 郑伊健]], 2
[[彭于晏, 梁家辉]], 5
[[彭于晏, 郭富城]], 2
[[彭于晏, 郭富城, 梁家辉]], 2
[[董浩, 刘纯燕]], 4
[[董浩, 鞠萍]], 3
[[董浩, 鞠萍, 刘纯燕]], 3
[[杜振清, 姬晨牧]], 7
[[董洁, 徐娇]], 2
[[蔡少芬, 张达明]], 2
[[蔡少芬, 任达华]], 2
[[蔡少芬, 方中信]], 2
[[蔡少芬, 古天乐]], 2
[[汤宝如, 吕颂贤]], 2
[[汤宝如, 陈观泰]], 2
[[何润东, 张智霖]], 2
[[刘仪伟, 徐峥]], 2
[[张晗, 王学圻]], 2
[[林家栋, 张智霖]], 2
[[林家栋, 陈小春]], 2
[[林家栋, 刘青云]], 2
[[林家栋, 方力申]], 2
[[林家栋, 古天乐]], 2
[[冯德伦, 郑伊健]], 2
[[冯德伦, 钟欣潼]], 2
[[冯德伦, 吴彦祖]], 2
[[冯德伦, 谢霆锋]], 2
[[王家卫, 张家辉]], 2
[[许玮宁, 金士杰]], 2
[[甄子丹, 古天乐]], 3
[[吴绮莉, 吴毅将]], 2
[[黄秋生, 吴镇宇]], 2
[[黄秋生, 张家辉]], 2
[[黄秋生, 刘德华]], 2
[[朱茵, 吴镇宇]], 2
[[朱茵, 张家辉]], 5
[[朱茵, 罗兰]], 2
[[郭可盈, 何家劲]], 2
[[梁朝伟, 刘青云]], 2
[[梁朝伟, 刘德华]], 2
[[梁朝伟, 舒淇]], 3
[[佘诗曼, 张智霖]], 2
[[金城武, 陈奕迅]], 2
[[金城武, 梁朝伟]], 4
[[金城武, 刘德华]], 2
[[许冠英, 许冠杰]], 2
[[陈冠希, 黄秋生]], 2
[[陈冠希, 余文乐]], 2
[[梁琤, 陈启泰]], 2
[[李兆基, 王敏德]], 2
[[王鸥, 吴奇隆]], 3
[[戴立忍, 吴镇宇]], 2
[[戴立忍, 桂纶镁]], 2
[[刘校妤, 王凯]], 2
[[周润发, 张家辉]], 3
[[周润发, 张家辉, 刘德华]], 2
[[周润发, 刘德华]], 2
[[元秋, 郭晋安]], 2
[[元秋, 元华]], 2
[[章子怡, 梁朝伟]], 2
[[章子怡, 金城武]], 3
[[黎姿, 吴镇宇]], 2
[[黎姿, 陈小春]], 2
[[黎姿, 郑伊健]], 2
[[黎姿, 郑伊健, 陈小春]], 2
[[黎姿, 张达明]], 2
[[黎姿, 雷宇扬]], 2
[[黎姿, 古天乐]], 2
[[邓超, 郑中基]], 2
[[陈法蓉, 张家辉]], 2
[[曾志伟, 黄秋生]], 2
[[曾志伟, 吴镇宇]], 2
[[曾志伟, 任达华]], 2
[[曾志伟, 舒淇]], 3
[[曾志伟, 古天乐]], 2
[[黄日华, 刘德华]], 2
[[陆奕静, 蔡振南]], 2
[[葛民辉, 黎明]], 2
[[赵薇, 甄子丹]], 2
[[赵薇, 周迅]], 2
[[赵薇, 黄晓明]], 2
[[赵薇, 舒淇]], 2
[[文咏珊, 江若琳]], 3
[[吴大维, 郑浩南]], 2
[[苏永康, 邓丽欣]], 2
[[黄渤, 曾志伟]], 2
[[黄渤, 舒淇]], 2
[[郑浩南, 罗家英]], 2
[[周家怡, 杨淇]], 2
[[黄宗泽, 谢天华]], 3
[[黄宗泽, 曾志伟]], 2
[[黄宗泽, 邓丽欣]], 2
[[张坚庭, 张睿玲]], 2
[[伍咏薇, 吴镇宇]], 2
[[王燕华, 李晔]], 2
[[余文乐, 黄秋生]], 2
[[余文乐, 蔡卓妍]], 3
[[余文乐, 古天乐]], 2
[[吴启华, 何家驹]], 2
[[吴镇宇, 任达华]], 5
[[吴镇宇, 古天乐]], 3
[[林宥嘉, 张钧甯]], 2
[[张燊悦, 李丽珍]], 2
[[田蕊妮, 林家栋]], 2
[[柯受良, 陈小春]], 2
[[柯受良, 张耀扬]], 2
[[洪金宝, 任达华]], 2
[[洪金宝, 郭富城]], 2
[[洪金宝, 黄晓明]], 3
[[赵又廷, Angelababy]], 3
[[赵又廷, 姚晨]], 2
[[林美秀, 张睿家]], 2
[[张家辉, 吴镇宇]], 7
[[张家辉, 任达华]], 6
[[张家辉, 任达华, 古天乐]], 2
[[张家辉, 刘德华]], 5
[[张家辉, 古天乐]], 6
[[武田真治, 张家慧]], 2
[[谭笑, 张秉君]], 3
[[谭笑, 张秉君, 张伟]], 3
[[谭笑, 张伟]], 3
[[刘劲, 侯勇]], 2
[[黄又南, 薛凯琪]], 2
[[黄又南, 徐天佑]], 2
[[唐宁, 黎耀祥]], 2
[[唐宁, 周俊伟]], 2
[[杨悦心, 郭家铭]], 2
[[杨悦心, 张永庆]], 2
[[杨悦心, 张永庆, 郭家铭]], 2
[[杨子姗, 陈柏霖]], 2
[[邵庭, 陈柏霖]], 2
[[赵今麦, 刘黛希]], 2
[[诗雅, 陈伟霆]], 3
[[陈紫函, 谭耀文]], 2
[[陈紫函, 立威廉]], 2
[[陈紫函, 立威廉, 谭耀文]], 2
[[宋佳, 何润东]], 2
[[杜德伟, 吴孟达]], 2
[[梅艳芳, 成龙]], 2
[[苏慧伦, 戴立忍]], 2
[[胡军, 杨恭如]], 3
[[胡军, 刘嘉玲]], 4
[[胡军, 吴倩莲]], 2
[[胡军, 吴倩莲, 杨恭如]], 2
[[肖央, 霍思燕]], 2
[[肖央, 王太利]], 4
[[肖央, 王太利, 霍思燕]], 2
[[巩俐, 周润发]], 2
[[陈辉虹, 蔡卓妍]], 2
[[邹兆龙, 钟丽缇]], 2
[[立威廉, 谭耀文]], 2
[[翁虹, 钱小豪]], 2
[[卢巧音, 葛民辉]], 2
[[卢巧音, 任贤齐]], 2
[[谢娜, 何炅]], 4
[[瞿颖, 林熙蕾]], 2
[[黄子扬, 黄秋生]], 2
[[贝安琪, 吴嘉龙]], 2
[[刘心悠, 张家辉]], 2
[[林依晨, 陈柏霖]], 2
[[姜皓文, 谭小环]], 2
[[李晨, 陈锦鸿]], 2
[[乔任梁, 邬君梅]], 2
[[成奎安, 于荣光]], 2
[[尹天照, 麦家琪]], 2
[[容祖儿, 陈晓东]], 2
[[郑则仕, 刘德华]], 2
[[阿雅, 杨贵媚]], 2
[[麦家琪, 张文慈]], 2
[[麦家琪, 罗兰]], 2
[[李璨琛, 林雪]], 2
[[陈宝国, 石维坚]], 3
[[陈宝国, 石维坚, 宋春丽]], 3
[[陈宝国, 宋春丽]], 3
[[李心洁, 陈冠希]], 2
[[赵文瑄, 杨贵媚]], 2
[[赵文瑄, 李冰冰]], 2
[[王菲, 梁朝伟]], 3
[[姜宏波, 颜丙燕]], 2
[[何超仪, 陈奕迅]], 2
[[秦海璐, 王千源]], 2
[[秦海璐, 范逸臣]], 2
[[黄一飞, 梁家仁]], 2
[[安志杰, 尹子维]], 2
[[安志杰, 应采儿]], 2
[[许绍雄, 杨千嬅]], 2
[[许绍雄, 杨千嬅, 吴彦祖]], 2
[[许绍雄, 吴彦祖]], 2
[[杜汶泽, 曾志伟]], 2
[[杜汶泽, 余文乐]], 2
[[杜汶泽, 黎明]], 2
[[杜汶泽, 蔡卓妍]], 3
[[郝蕾, 郭富城]], 2
[[莫少聪, 黎姿]], 2
[[莫少聪, 周文健]], 2
[[张晋, 樊少皇]], 2
[[范伟, 刘桦]], 2
[[高圆圆, 郑秀文]], 2
[[高圆圆, 刘烨]], 2
[[高圆圆, 古天乐]], 4
[[林嘉欣, 陈奕迅]], 2
[[林嘉欣, 郑伊健]], 3
[[王识贤, 黄姵嘉]], 2
[[张东健, 张柏芝]], 2
[[柯宇纶, 张震]], 2
[[袁咏仪, 罗家英]], 2
[[袁咏仪, 任达华]], 2
[[袁咏仪, 刘青云]], 2
[[张琳, 祖晴]], 2
[[王宝强, 甄子丹]], 2
[[王宝强, 刘桦]], 2
[[王宝强, 郭富城]], 2
[[应采儿, 古天乐]], 3
[[吴家丽, 吴奇隆]], 2
[[伊斯拉木江·瓦力斯, 阿孜古丽·热西提]], 2
[[杨坤, 苏有朋]], 2
[[童爱玲, 莫少聪]], 2
[[罗仲谦, 周秀娜]], 3
[[吴毅将, 黎姿]], 2
[[吴毅将, 张耀扬]], 2
[[马德钟, 关宝慧]], 2
[[马德钟, 吕良伟]], 2
[[马德钟, 彭丹]], 2
[[王敏德, 袁咏仪]], 3
[[王敏德, 李灿森]], 2
[[林海峰, 吴君如]], 2
[[钟丽缇, 梁朝伟]], 2
[[钟丽缇, 刘青云]], 2
[[徐熙媛, 刘烨]], 2
[[徐熙媛, 古天乐]], 2
[[孙桂田, 午马]], 2
[[关颖, 戴立忍]], 2
[[张柏芝, 甄子丹]], 2
[[张柏芝, 刘青云]], 3
[[张柏芝, 刘青云, 古天乐]], 2
[[张柏芝, 刘德华]], 2
[[张柏芝, 谢霆锋]], 3
[[张柏芝, 古天乐]], 3
[[周迅, 梁朝伟]], 2
[[周迅, 黄晓明]], 3
[[张子萱, 白百何]], 2
[[张文慈, 王敏德]], 2
[[张文慈, 任达华]], 2
[[张文慈, 方中信]], 2
[[陈美诗, 张致恒]], 2
[[梁家辉, 任达华]], 2
[[梁家辉, 刘德华]], 2
[[尹扬明, 任达华]], 2
[[尹扬明, 钟淑慧]], 2
[[徐峥, 黄渤]], 4
[[徐峥, 王宝强]], 2
[[杨贵媚, 李康生]], 2
[[张智霖, 吴镇宇]], 2
[[张智霖, 陈小春]], 2
[[张智霖, 张达明]], 2
[[张智霖, 古天乐]], 2
[[李连杰, 桂纶镁]], 2
[[陈妍希, 彭于晏]], 2
[[陈妍希, 陈意涵]], 2
[[陈子聪, 何超仪]], 3
[[冯骏骅, 沈达威]], 2
[[张达明, 张家辉]], 2
[[郑伊健, 陈小春]], 9
[[郑伊健, 舒淇]], 5
[[郑伊健, 古天乐]], 2
[[陈坤, 赵薇]], 2
[[陈坤, 桂纶镁]], 2
[[陈坤, 周迅]], 3
[[张震, 梁朝伟]], 4
[[张震, 舒淇]], 2
[[王传君, 邓家佳]], 2
[[吴志雄, 雷宇扬]], 2
[[范文芳, 何润东]], 2
[[孙佳君, 周文健]], 3
[[孙佳君, 雷宇扬]], 2
[[叶芳华, 周文健]], 3
[[周文健, 雷宇扬]], 2
[[任贤齐, 张柏芝]], 3
[[任贤齐, 舒淇]], 2
[[钟欣潼, 黄秋生]], 2
[[钟欣潼, 郑伊健]], 2
[[钟欣潼, 蔡卓妍]], 7
[[钟欣潼, 蔡卓妍, 郑伊健]], 2
[[钟欣潼, 谢霆锋]], 2
[[陆揆, 刘校妤]], 2
[[孙俪, 邓超]], 3
[[孙俪, 郑中基]], 2
[[王柠, 王景春]], 2
[[张秉君, 张伟]], 3
[[林雪, 张达明]], 2
[[林雪, 任达华]], 8
[[范冰冰, 成龙]], 2
[[范冰冰, 刘德华]], 2
[[林志颖, 金城武]], 2
[[Angelababy, 彭于晏]], 4
[[Angelababy, 彭于晏, 梁家辉]], 2
[[Angelababy, 梁家辉]], 7
[[Angelababy, 黄晓明]], 2
[[方中信, 陈小春]], 2
[[方中信, 舒淇]], 2
[[唐治平, 范文芳]], 2
[[黄浩然, 陈小春]], 2
[[陈启泰, 刘青云]], 2
[[杨欧, 张安琪]], 2
[[楼学贤, 舒淇]], 2
[[杨子, 黄圣依]], 2
[[黎明, 甄子丹]], 2
[[黎明, 范冰冰]], 2
[[黎明, 舒淇]], 2
[[刘家辉, 樊少皇]], 2
[[郭碧婷, 杨幂]], 3
[[郭碧婷, 郭采洁]], 3
[[郭碧婷, 郭采洁, 杨幂]], 3
[[任达华, 古天乐]], 3
[[李丽珍, 吴镇宇]], 2
[[克里斯蒂安·贝尔, 倪妮]], 2
[[杜鹃, 张涵予]], 2
[[宋慧乔, 章子怡]], 2
[[宋慧乔, 章子怡, 金城武]], 2
[[宋慧乔, 金城武]], 2
[[陈昭荣, 李康生]], 2
[[加护亚依, 吴建豪]], 2
[[加护亚依, 李小璐]], 2
[[加护亚依, 李小璐, 吴建豪]], 2
[[鞠萍, 刘纯燕]], 3
[[樊俊航, 杨欧]], 2
[[樊俊航, 杨欧, 张安琪]], 2
[[樊俊航, 张安琪]], 2
[[房祖名, 薛凯琪]], 2
[[姚乐怡, 张家辉]], 2
[[姚乐怡, 雷宇扬]], 2
[[姚乐怡, 黎耀祥]], 4
[[周嘉玲, 陈国邦]], 3
[[雷宇扬, 吴镇宇]], 2
[[雷宇扬, 黎耀祥]], 3
[[雷宇扬, 古天乐]], 7
[[郑中基, 吴镇宇]], 2
[[郑中基, 张达明]], 2
[[郑中基, 郑伊健]], 2
[[焦刚, 颜丙燕]], 2
[[太保, 吴朋奉]], 2
[[李乃文, 颜丙燕]], 2
[[井柏然, 白百何]], 2
[[吕羿慧, 李建常]], 2
[[姜文, 赵薇]], 2
[[姜文, 葛优]], 2
[[周奇奇, 陈柏霖]], 2
[[陆双, 祖晴]], 2
[[陈湘琪, 李康生]], 5
[[姚晨, 章子怡]], 2
[[林青霞, 梁朝伟]], 2
[[林青霞, 张国荣]], 2
[[车婉婉, 王合喜]], 2
[[车婉婉, 郑伊健]], 2
[[车婉婉, 黎耀祥]], 2
[[张艾嘉, 赵文瑄]], 2
[[陈静, 林家栋]], 2
[[许志安, 葛民辉]], 2
[[陈国邦, 张耀扬]], 2
[[陈国邦, 罗兰]], 3
[[窦智孔, 林家宇]], 2
[[郝劭文, 释小龙]], 2
[[何家驹, 郑浩南]], 2
[[何家驹, 李子雄]], 3
[[蒙嘉慧, 刘青云]], 2
[[李治廷, 文咏珊]], 2
[[雷佳音, 陶虹]], 2
[[邵美琪, 林雪]], 8
[[邵美琪, 林雪, 任达华]], 7
[[邵美琪, 任达华]], 8
[[李冰冰, 陈坤]], 2
[[李冰冰, 刘嘉玲]], 2
[[陈淑兰, 陈启泰]], 2
[[谷祖琳, 杨千嬅]], 2
[[周群达, 邹俊百]], 2
[[杜淳, 葛优]], 2
[[连凯, 吴辰君]], 2
[[关秀媚, 曾志伟]], 2
[[关秀媚, 林雪]], 2
[[关秀媚, 李灿森]], 2
[[郑祖, 郑中基]], 3
[[刘桦, 黄渤]], 2
[[周渝民, 古天乐]], 2
[[霍思燕, 惠英红]], 2
[[张国荣, 梁朝伟]], 3
[[张国荣, 袁咏仪]], 3
[[李贤宰, 任言恺]], 2
[[郭采洁, 张孝全]], 2
[[郭采洁, 杨幂]], 4
[[王力宏, 章子怡]], 2
[[元彪, 金城武]], 2
[[林熙蕾, 陈小春]], 2
[[杨佑宁, 郭采洁]], 2
[[刘昊然, 王宝强]], 2
[[黄立行, 徐静蕾]], 2
[[陈道明, 张国立]], 2
[[郑佩佩, 洪金宝]], 2
[[郑佩佩, 樊少皇]], 2
[[叶德娴, 关秀媚]], 2
[[叶德娴, 刘德华]], 4
[[赵本山, 小沈阳]], 3
[[吴奇隆, 林心如]], 2
[[吴奇隆, 金城武]], 2
[[吴奇隆, 苏有朋]], 2
[[李扬, 刘纯燕]], 2
[[张博, 宋佳]], 2
[[包小柏, 何润东]], 2
[[刘嘉玲, 梁家辉]], 2
[[高雄, 黎耀祥]], 2
[[张睿玲, 陈小春]], 2
[[周永恒, 林嘉欣]], 2
[[熊黛林, 郑中基]], 2
[[张曼玉, 梁朝伟]], 3
[[张曼玉, 黎明]], 2
[[郑秀文, 任贤齐]], 2
[[郑秀文, 郑伊健]], 2
[[郑秀文, 刘德华]], 4
[[郑秀文, 古天乐]], 3
[[王太利, 霍思燕]], 2
[[白灵, 梁家辉]], 2
[[白灵, 杨千嬅]], 2
[[白灵, 杨千嬅, 梁家辉]], 2
[[林晓峰, 罗兰]], 2
[[邓丽欣, 余文乐]], 2
[[邓丽欣, 方力申]], 3
[[徐锦江, 雷宇扬]], 2
[[刘婧荦, 刘校妤]], 2
[[刘婧荦, 刘校妤, 王凯]], 2
[[刘婧荦, 王凯]], 2
[[伍允龙, 安志杰]], 2
[[吴岱融, 钟淑慧]], 3
[[刘若英, 陈奕迅]], 2
[[刘若英, 古天乐]], 2
[[高飞, 尹扬明]], 2
[[高飞, 钟淑慧]], 3
[[程皓枫, 章贺]], 5
[[玛莎, 阿雅]], 2
[[玛莎, 阿雅, 杨贵媚]], 2
[[玛莎, 杨贵媚]], 2
[[倪妮, 冯绍峰]], 2
[[倪妮, 彭于晏]], 2
[[宋洋, 于承惠]], 2
[[夏萍, 周文健]], 2
[[夏萍, 郑秀文]], 2
[[杨千嬅, 陈奕迅]], 2
[[杨千嬅, 梁朝伟]], 2
[[杨千嬅, 余文乐]], 3
[[杨千嬅, 梁家辉]], 2
[[杨千嬅, 吴彦祖]], 3
[[杨千嬅, 古天乐]], 2
[[吴倩莲, 杨恭如]], 2
[[吴倩莲, 刘青云]], 2
[[吴倩莲, 刘德华]], 2
[[孙红雷, 古天乐]], 2
[[杨丽菁, 何家驹]], 2
[[张捷, 高捷]], 2
[[周俊伟, 李心洁]], 3
[[周俊伟, 蔡卓妍]], 2
[[杨玉梅, 钱小豪]], 2
[[张学友, 林嘉欣]], 2
[[陈敏之, 钱嘉乐]], 2
[[李灿森, 黄秋生]], 2
[[李灿森, 林雪]], 2
[[魏骏杰, 黎耀祥]], 2
[[吴君如, 陈奕迅]], 2
[[吴君如, 黄秋生]], 4
[[吴君如, 吴镇宇]], 2
[[吴君如, 曾志伟]], 4
[[吴君如, 方中信]], 2
[[吴君如, 刘德华]], 3
[[吴君如, 古天乐]], 5
[[刘红韵, 祖晴]], 2
[[陆弈静, 李康生]], 3
[[陆弈静, 陈湘琪]], 2
[[陆弈静, 陈湘琪, 李康生]], 2
[[刘亦菲, 冯绍峰]], 2
[[刘亦菲, 邓超]], 3
[[刘亦菲, 邓超, 郑中基]], 2
[[刘亦菲, 郑中基]], 2
[[王晖, 刘劲]], 2
[[陈豪, 陈小春]], 3
[[陈豪, 王敏德]], 2
[[周星驰, 莫文蔚]], 2
[[周星驰, 罗家英]], 2
[[周星驰, 吴孟达]], 4
[[林昭亦, 肖宗灵]], 2
[[李婷宜, 孙耀威]], 2
[[刘青云, 黄秋生]], 3
[[刘青云, 张家辉]], 2
[[刘青云, 陈小春]], 2
[[刘青云, 刘德华]], 2
[[刘青云, 古天乐]], 9
[[张翰, 黄璐]], 2
[[张翰, 张书豪]], 2
[[张翰, 张书豪, 黄璐]], 2
[[黎耀祥, 张达明]], 2
[[周华健, 吴彦祖]], 2
[[罗兰, 方中信]], 2
[[罗兰, 雷宇扬]], 5
[[罗兰, 黎耀祥]], 2
[[吴孟达, 朱茵]], 2
[[邹凯光, 余文乐]], 2
[[邹凯光, 杜汶泽]], 2
[[邹凯光, 张达明]], 2
[[邹凯光, 林雪]], 2
[[柯佳嬿, 张榕容]], 2
[[刘德华, 古天乐]], 4
[[张豪龙, 罗兰]], 2
[[吴彦祖, 方中信]], 2
[[吴彦祖, 刘青云]], 3
[[吴彦祖, 刘青云, 古天乐]], 3
[[吴彦祖, 舒淇]], 3
[[吴彦祖, 古天乐]], 5
[[周秀娜, 杜汶泽]], 2
[[钟淑慧, 罗家英]], 2
[[钟淑慧, 吴毅将]], 3
[[惠英红, 任达华]], 2
[[王学兵, 徐静蕾]], 2
[[陈少霞, 成奎安]], 2
[[陈少霞, 成奎安, 于荣光]], 2
[[陈少霞, 于荣光]], 2
[[张静初, 张家辉]], 2
[[张静初, 刘德华]], 3
[[官恩娜, 周俊伟]], 2
[[郭富城, 梁家辉]], 3
[[郭富城, 郑伊健]], 2
[[黄晓明, 范冰冰]], 2
[[梁洛施, 蔡卓妍]], 2
[[葛优, 范冰冰]], 2
[[葛优, 黄晓明]], 2
[[葛优, 舒淇]], 4
[[林强, 高捷]], 2
[[林强, 伊能静]], 2
[[林强, 伊能静, 高捷]], 2
[[蔡卓妍, 郑伊健]], 6
[[蔡卓妍, 方中信]], 2
[[Desiree Lam, 柯受良]], 2
[[修睿, 王宁]], 2
[[郑融, 江若琳]], 2
[[刘烨, 黄渤]], 2
[[谢霆锋, 陈奕迅]], 2
[[谢霆锋, 黄秋生]], 2
[[谢霆锋, 余文乐]], 2
[[谢霆锋, 张家辉]], 3
[[谢霆锋, 刘青云]], 2
[[谢霆锋, 蔡卓妍]], 2
[[李小璐, 吴建豪]], 2
[[梁咏琪, 金城武]], 2
[[梁咏琪, 曾志伟]], 3
[[梁咏琪, 陈小春]], 2
[[梁咏琪, 郑伊健]], 2
[[梁咏琪, 郑中基]], 2
[[梁咏琪, 刘德华]], 2
[[梁咏琪, 古天乐]], 4
[[叶童, 周润发]], 2
[[舒淇, 陈小春]], 5
[[舒淇, 刘德华]], 4
[[舒淇, 古天乐]], 2
[[黄百鸣, 张国荣]], 2
[[黄百鸣, 吴君如]], 3
[[黄百鸣, 吴君如, 古天乐]], 2
[[黄百鸣, 古天乐]], 2
[[陈意涵, 陈柏霖]], 2
[[陈意涵, 薛凯琪]], 2
[[森美, 邓丽欣]], 3
[[森美, 方力申]], 2
[[宋茜, 冯绍峰]], 2
[[梁愚, 孙锂华]], 2
[[郑希怡, 陈奕迅]], 2
[[周海媚, 方中信]], 3
[[周海媚, 车婉婉]], 2
[[周海媚, 黎耀祥]], 2
[[萧淑慎, 蔡振南]], 2
[[郭晓冬, 陶虹]], 2
[[刘青, 周浩东]], 2
[[袁晓超, 梁家辉]], 5
[[袁晓超, Angelababy]], 6
[[袁晓超, Angelababy, 梁家辉]], 5
[[萧颖, 尹小骏]], 2
[[陈百祥, 葛民辉]], 2
[[傅颖, 郑中基]], 3
[[傅颖, 方力申]], 2
[[秦岚, 方中信]], 2
[[谢苗, 李连杰]], 2
[[李滨, 高圆圆]], 2
[[吴京, 洪金宝]], 3
[[吴京, 洪金宝, 任达华]], 2
[[吴京, 任达华]], 2
[[吴京, 方力申]], 2
[[张兆辉, 李灿森]], 2
[[孟泉霖, 刘校妤]], 2
[[孟泉霖, 陆揆]], 3
[[孟泉霖, 陆揆, 刘校妤]], 2
[[吴晓敏, 邹俊百]], 2
[[吴晓敏, 周群达]], 3
[[吴晓敏, 周群达, 邹俊百]], 2
[[沈腾, 马丽]], 2
[[黄奕, 莫文蔚]], 2
[[黄奕, 古天乐]], 2
[[张永庆, 郭家铭]], 2
[[安心亚, 蓝正龙]], 2
[[翟文斌, 王一]], 2
[[刘锡明, 梁小龙]], 2
[[黄柏文, 李修贤]], 3
[[黄柏文, 李修贤, 张家辉]], 2
[[黄柏文, 张家辉]], 2
[[李蕙敏, 伍咏薇]], 2
[[李蕙敏, 伍咏薇, 吴镇宇]], 2
[[李蕙敏, 吴镇宇]], 3
[[李蕙敏, 周文健]], 2
[[李蕙敏, 雷宇扬]], 2
[[伊能静, 高捷]], 2
[[王祖蓝, 薛凯琪]], 2
[[王祖蓝, 曾志伟]], 2
[[王祖蓝, 杜汶泽]], 3
[[王祖蓝, 邓丽欣]], 2
[[杨淇, 徐天佑]], 3
[[王黎雯, 田小洁]], 4
[[张书豪, 黄璐]], 2
